subject_id,level,level_name,seed,rho_hat_T,delta_from_raw
sub-007_cc200,L1,+LW,2718,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,2718,0.650960,-0.102698
sub-007_cc200,L3,+SB+Atten,2718,0.764232,0.010573
sub-007_cc200,L4,+Prior,2718,0.818894,0.065235
sub-007_cc200,L5,Full BS-NET,2718,0.818504,0.064845
sub-007_cc200,L0,Raw,3141,0.753659,0.000000
sub-007_cc200,L1,+LW,3141,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,3141,0.657999,-0.095659
sub-007_cc200,L3,+SB+Atten,3141,0.742527,-0.011132
sub-007_cc200,L4,+Prior,3141,0.821330,0.067671
sub-007_cc200,L5,Full BS-NET,3141,0.817315,0.063657
sub-008_cc200,L0,Raw,123,0.731459,0.000000
sub-008_cc200,L1,+LW,123,0.729067,-0.002392
sub-008_cc200,L2,+Bootstrap,123,0.618486,-0.112973
sub-008_cc200,L3,+SB+Atten,123,0.755002,0.023544
sub-008_cc200,L4,+Prior,123,0.815395,0.083937
sub-008_cc200,L5,Full BS-NET,123,0.796629,0.065171
sub-008_cc200,L0,Raw,42,0.731459,0.000000
sub-008_cc200,L1,+LW,42,0.729067,-0.002392
sub-008_cc200,L2,+Bootstrap,42,0.608984,-0.122474
sub-008_cc200,L3,+SB+Atten,42,0.743721,0.012263
sub-008_cc200,L4,+Prior,42,0.807252,0.075794
sub-008_cc200,L5,Full BS-NET,42,0.814530,0.083072
sub-008_cc200,L0,Raw,777,0.731459,0.000000
sub-008_cc200,L1,+LW,777,0.729067,-0.002392
sub-008_cc200,L2,+Bootstrap,777,0.617678,-0.113780
sub-008_cc200,L3,+SB+Atten,777,0.743790,0.012332
sub-008_cc200,L4,+Prior,777,0.809780,0.078322
sub-008_cc200,L5,Full BS-NET,777,0.816661,0.085203
sub-008_cc200,L0,Raw,2026,0.731459,0.000000
sub-008_cc200,L1,+LW,2026,0.729067,-0.002392
sub-008_cc200,L2,+Bootstrap,2026,0.623629,-0.107830
sub-008_cc200,L3,+SB+Atten,2026,0.753406,0.021948
sub-008_cc200,L4,+Prior,2026,0.809345,0.077886
sub-008_cc200,L5,Full BS-NET,2026,0.811802,0.080344
