subject_id,condition,seed,rho_hat_T,delta_from_full
sub-008_schaefer200,L_no_atten,777,0.923539,0.073672
sub-008_schaefer200,L_full,314,0.840575,0.000000
sub-008_schaefer200,L_no_sb,314,0.693761,-0.146814
sub-008_schaefer200,L_no_lw,314,0.843926,0.003351
sub-008_schaefer200,L_no_boot,314,0.893440,0.052865
sub-008_schaefer200,L_no_prior,314,0.777312,-0.063264
sub-008_schaefer200,L_no_atten,314,0.918612,0.078037
sub-008_schaefer200,L_full,1414,0.847386,0.000000
sub-008_schaefer200,L_no_sb,1414,0.694679,-0.152707
sub-008_schaefer200,L_no_lw,1414,0.848417,0.001031
sub-008_schaefer200,L_no_boot,1414,0.893440,0.046054
sub-008_schaefer200,L_no_prior,1414,0.764102,-0.083284
sub-008_schaefer200,L_no_atten,1414,0.922020,0.074634
sub-008_schaefer200,L_full,2026,0.846104,0.000000
sub-008_schaefer200,L_no_sb,2026,0.708215,-0.137889
sub-008_schaefer200,L_no_lw,2026,0.840659,-0.005445
sub-008_schaefer200,L_no_boot,2026,0.893440,0.047336
